url_len,url_num_hyphens_dom,url_num_dom_token,url_path_len,url_filename_len,url_longest_dom_token_len,url_average_dom_token_len,url_domain_len,url_hostname_len,url_num_dots,url_num_underscores,url_num_equals,url_num_slashes,url_num_dash,url_num_semicolon,url_num_at,url_num_percent,url_num_plus,url_query_len,url_num_query_para,url_ip_present,url_entropy,url_count_consonants,url_num_digits,url_chinese_present,url_port,url_has_https,url_has_ip_address,url_num_subdomains,url_has_suspicious_words,url_length_category,url_has_port_in_url,url_num_special_chars,url_num_params,url_num_fragments,url_starts_with_www,url_is_shortened,url_has_email,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('div'),html_num_tags('head'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a'),html_num_tags('small'),html_num_tags('span'),html_num_tags('input'),html_num_tags('applet'),html_num_tags('img'),html_num_tags('video'),html_num_tags('audio'),repu
52,0,3,24,23,12,6.0,20,20,2,0,0,3,2,0,0,0,0,0,0,0,4.143984007188255,31,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,9,0,0,40,1,1,1,89,0,6,4,0,9,0,0,benign
62,0,4,36,23,9,4.0,19,19,3,2,0,4,0,0,0,0,0,0,0,0,4.193575092708302,31,0,0,80,0,0,2,0,1,0,1,0,0,1,0,0,1,18,0,0,17,1,1,0,26,0,0,0,0,23,0,0,benign
26,0,3,1,0,9,5.0,17,17,2,0,0,3,0,0,0,0,0,0,0,0,3.921029621737615,14,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,17,0,0,314,1,1,3,101,0,18,11,0,18,0,0,benign
59,0,3,36,29,6,4.333333333333333,15,15,2,0,0,4,4,0,0,0,0,0,0,0,4.583843210665389,27,6,0,80,1,0,1,0,1,0,1,0,0,0,0,0,4,19,0,0,451,1,1,13,522,0,208,53,0,70,0,0,benign
20,0,3,1,0,3,3.0,11,11,2,0,0,3,0,0,0,0,0,0,0,0,3.6464393446710157,11,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,3,17,0,0,168,1,1,2,231,0,46,8,0,53,0,0,benign
72,0,3,53,31,4,3.0,11,11,2,0,0,5,5,0,0,0,0,0,0,0,4.147162204584185,40,0,0,80,1,0,1,0,1,0,1,0,0,1,0,0,0,34,0,0,166,1,1,2,47,0,42,2,0,2,0,0,benign
57,0,3,18,0,23,9.666666666666666,31,31,2,0,0,4,2,0,0,0,0,0,0,0,4.3002891994929655,36,0,0,80,1,0,1,1,1,0,1,0,0,1,0,0,1,14,0,0,41,1,1,1,55,0,0,3,0,3,0,0,benign
36,0,4,5,4,13,5.0,23,23,3,0,0,3,0,0,0,0,0,0,0,0,3.919381945646371,21,0,0,80,1,0,2,0,0,0,1,0,0,1,1,0,0,21,0,0,200,1,1,1,35,0,1,1,0,27,0,0,benign
33,0,3,6,5,11,5.666666666666667,19,19,2,0,0,3,0,0,0,0,0,0,0,0,4.142138437212473,19,0,0,80,1,0,1,0,0,0,1,0,0,1,1,0,0,23,0,0,66,1,1,0,49,0,30,0,0,17,0,0,benign
99,0,3,73,0,7,5.333333333333333,18,18,3,0,0,5,9,0,0,0,0,0,0,0,4.531598828250389,51,6,0,80,1,0,1,0,2,0,1,0,0,0,0,0,1,53,0,0,359,1,1,4,203,0,223,20,0,29,0,0,benign
39,0,3,14,0,9,5.0,17,17,2,0,0,4,1,0,0,0,0,0,0,0,4.162980744225907,22,0,0,80,1,0,1,1,0,0,1,0,0,1,0,0,0,13,0,0,30,1,1,2,36,0,0,4,0,4,0,0,benign
32,0,4,1,0,9,5.0,23,23,3,0,0,3,0,0,0,0,0,0,0,0,3.8431390622295662,17,0,0,80,1,0,2,0,0,0,1,0,0,0,0,0,0,11,0,0,146,1,1,0,75,6,55,0,0,34,0,0,benign
22,0,3,1,0,6,4.0,14,14,2,0,0,3,0,0,0,0,0,0,0,0,3.447401504705915,14,0,0,80,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,66,1,1,0,19,0,0,0,0,6,0,0,benign
31,0,3,12,0,4,3.0,11,11,2,0,0,4,1,0,0,0,0,0,0,0,3.808719697344071,17,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,1,30,0,0,30,1,1,3,95,0,6,0,0,5,0,0,benign
76,0,3,11,6,8,4.333333333333333,15,15,6,1,1,8,0,0,0,0,0,41,1,0,4.140835862293353,35,6,0,80,1,0,1,0,2,0,3,1,0,1,0,0,0,11,0,0,96,1,1,15,56,0,30,261,0,27,0,0,benign
50,0,3,20,12,14,6.666666666666667,22,22,3,0,0,4,0,0,0,0,0,0,0,0,4.263465189601647,31,0,0,80,1,0,1,0,0,0,1,0,0,1,0,0,0,41,0,0,64,1,1,0,571,0,4,1,0,8,0,0,benign
89,0,3,58,36,10,7.0,23,23,2,0,0,6,6,0,0,0,0,0,0,0,4.457318584069935,44,8,0,80,1,0,1,0,2,0,1,0,0,0,0,0,0,44,0,0,476,1,1,3,219,0,347,6,0,45,0,0,benign
